state,code_state,district,code_district,code_state_district,year,population_total,area_km2,population_growth,housing_total,housing_occupied,housing_empty,household_total,household_size_avg,sex_male,sex_female,nationality_citizen,nationality_non_citizen,ethnicity_bumi,ethnicity_chinese,ethnicity_indian,ethnicity_other,age_0_14,age_15_64,age_65_above,marital_of_age,marital_never_married,marital_married,marital_widowed,marital_separated,marital_unknown,religion_muslim,religion_christian,religion_buddhist,religion_hindu,religion_other,religion_atheist,religion_unknown,density_urban,density_rural,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50
Kelantan,3,Jeli,10,3_10,1970,,1326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelantan,3,Jeli,10,3_10,1980,,1326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelantan,3,Jeli,10,3_10,1991,32720.0,1326,,8036.0,6380.0,1656.0,6660.0,4.8,17122.0,15598.0,31003.0,1717.0,30551.0,352.0,58.0,42.0,14337.0,17261.0,1122.0,22574.0,9400.0,11925.0,807.0,442.0,,32021.0,73.0,303.0,43.0,265,15.0,,,32720.0,,,,,,,,,,,
Kelantan,3,Jeli,10,3_10,2000,35988.0,1326,1.0,8721.0,7005.0,1716.0,7062.0,5.0,18362.0,17626.0,35257.0,731.0,35159.0,59.0,32.0,7.0,15911.0,18608.0,1469.0,20077.0,6038.0,12689.0,1022.0,328.0,,35803.0,73.0,65.0,27.0,13,7.0,,,35988.0,,,,,,,,,,,
Kelantan,3,Jeli,10,3_10,2010,39170.0,1326,0.8,9117.0,8213.0,904.0,8318.0,4.6,20362.0,18808.0,38026.0,1144.0,37836.0,97.0,58.0,35.0,14420.0,22805.0,1945.0,24750.0,8229.0,14668.0,1659.0,194.0,,38902.0,130.0,72.0,43.0,12,1.0,10.0,,39170.0,,,,,,,,,,,
Kelantan,3,Jeli,10,3_10,2020,54656.0,1326,3.3,11451.0,9282.0,2169.0,11620.0,4.6,27373.0,27283.0,53259.0,1397.0,52863.0,142.0,175.0,79.0,14706.0,37254.0,2696.0,39950.0,18531.0,18337.0,2127.0,533.0,422.0,53827.0,243.0,115.0,149.0,8,10.0,304.0,,54656.0,,,,,,,,,,,
Kelantan,3,Kecil Lojing,11,3_11,1970,,1817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelantan,3,Kecil Lojing,11,3_11,1980,,1817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelantan,3,Kecil Lojing,11,3_11,1991,,1817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelantan,3,Kecil Lojing,11,3_11,2000,,1817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelantan,3,Kecil Lojing,11,3_11,2010,,1817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelantan,3,Kecil Lojing,11,3_11,2020,10609.0,1817,,2604.0,2151.0,453.0,2123.0,5.0,5509.0,5100.0,10308.0,301.0,9692.0,10.0,590.0,16.0,4051.0,6305.0,253.0,6558.0,2317.0,3830.0,286.0,117.0,8.0,6126.0,352.0,33.0,15.0,270,3813.0,,,10609.0,,,,,,,,,,,
Melaka,4,Alor Gajah,1,4_1,1970,114550.0,674,,,,,,,55631.0,58919.0,114550.0,,73783.0,29916.0,10732.0,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melaka,4,Alor Gajah,1,4_1,1980,113083.0,674,-0.1,,,,,,53865.0,59218.0,113083.0,,72453.0,29188.0,11337.0,105.0,45703.0,61648.0,5732.0,,,,,,,,,,,,,,,113083.0,,,,,,,,,,,
Melaka,4,Alor Gajah,1,4_1,1991,116653.0,674,0.3,28489.0,23798.0,4691.0,24151.0,4.7,56538.0,60115.0,114826.0,1827.0,77131.0,24875.0,11856.0,964.0,42760.0,66767.0,7126.0,87106.0,36903.0,43398.0,5930.0,875.0,,79402.0,1387.0,19735.0,10651.0,4577,255.0,96.0,,116653.0,,,,,,,,,,,
Melaka,4,Alor Gajah,1,4_1,2000,132317.0,674,1.3,37235.0,27951.0,9284.0,28188.0,4.5,65074.0,67243.0,128715.0,3602.0,96353.0,20758.0,11389.0,215.0,43166.0,80705.0,8446.0,89151.0,31530.0,50357.0,6416.0,848.0,,99333.0,1521.0,16934.0,10591.0,3319,583.0,36.0,64614.0,67703.0,,,,,,,,,,,
Melaka,4,Alor Gajah,1,4_1,2010,173712.0,674,2.7,52044.0,39721.0,12323.0,40385.0,4.0,86920.0,86792.0,167419.0,6293.0,129680.0,24046.0,13325.0,368.0,45793.0,115940.0,11979.0,127919.0,49546.0,69677.0,7635.0,1061.0,,133328.0,1837.0,24007.0,12805.0,680,589.0,466.0,131692.0,42020.0,,,,,,,,,,,
Melaka,4,Alor Gajah,1,4_1,2020,249356.0,674,3.6,71937.0,48134.0,23803.0,67558.0,3.6,128761.0,120595.0,231231.0,18125.0,184476.0,27861.0,18231.0,663.0,48058.0,185949.0,15349.0,201298.0,82841.0,98694.0,9035.0,3290.0,7438.0,191253.0,2712.0,28284.0,18679.0,1082,699.0,6647.0,206826.0,42530.0,,,,,,,,,,,
Melaka,4,Jasin,2,4_2,1970,84816.0,679,,,,,,,41549.0,43267.0,84816.0,,50991.0,23958.0,9815.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melaka,4,Jasin,2,4_2,1980,87523.0,679,0.3,,,,,,41799.0,45724.0,87523.0,,54835.0,22618.0,9938.0,132.0,37148.0,46409.0,3966.0,,,,,,,,,,,,,,,87523.0,,,,,,,,,,,
Melaka,4,Jasin,2,4_2,1991,92771.0,679,0.6,23466.0,18668.0,4798.0,18778.0,4.8,44783.0,47988.0,92146.0,625.0,62355.0,18777.0,9735.0,1279.0,33952.0,53780.0,5039.0,70163.0,31943.0,33536.0,4277.0,407.0,,64092.0,1467.0,14713.0,8691.0,3497,157.0,154.0,,92771.0,,,,,,,,,,,
Melaka,4,Jasin,2,4_2,2000,101659.0,679,0.9,26642.0,21916.0,4726.0,22031.0,4.6,50800.0,50859.0,99914.0,1745.0,72203.0,16538.0,10920.0,253.0,35222.0,60001.0,6436.0,66437.0,21194.0,39762.0,4872.0,609.0,,73860.0,1436.0,14806.0,9967.0,1180,362.0,48.0,15626.0,86033.0,,,,,,,,,,,
Melaka,4,Jasin,2,4_2,2010,131539.0,679,2.6,36374.0,31243.0,5131.0,31888.0,4.1,66418.0,65121.0,127138.0,4401.0,96646.0,16714.0,13551.0,227.0,37204.0,84514.0,9821.0,94335.0,32033.0,56020.0,5666.0,616.0,,98835.0,1487.0,16246.0,12882.0,460,547.0,1082.0,68221.0,63318.0,,,,,,,,,,,
Melaka,4,Jasin,2,4_2,2020,151937.0,679,1.4,51148.0,35876.0,15272.0,39361.0,3.7,81756.0,70181.0,138701.0,13236.0,113207.0,12945.0,12024.0,525.0,29972.0,109947.0,12018.0,121965.0,47270.0,60567.0,6694.0,1411.0,6023.0,118087.0,1642.0,13097.0,12542.0,648,239.0,5682.0,103976.0,47961.0,,,,,,,,,,,
Melaka,4,Melaka Tengah,3,4_3,1970,203695.0,359,,,,,,,99582.0,104113.0,203695.0,,84035.0,105830.0,11200.0,2630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melaka,4,Melaka Tengah,3,4_3,1980,246163.0,359,1.9,,,,,,121217.0,124946.0,246163.0,,113577.0,117663.0,11994.0,2929.0,89921.0,146133.0,10109.0,,,,,,,,,,,,,,104381.0,141782.0,,,,,,,,,,,
Melaka,4,Melaka Tengah,3,4_3,1991,296897.0,359,1.9,68831.0,57422.0,11409.0,59229.0,4.8,147550.0,149347.0,293143.0,3754.0,152540.0,122549.0,13347.0,4707.0,102498.0,181620.0,12779.0,224412.0,100814.0,111958.0,10302.0,1338.0,,156247.0,15537.0,100521.0,10832.0,10321,780.0,612.0,195998.0,100899.0,,,,,,,,,,,
Melaka,4,Melaka Tengah,3,4_3,2000,371263.0,359,2.2,111366.0,82376.0,28990.0,84201.0,4.3,184996.0,186267.0,359017.0,12246.0,206847.0,133478.0,15553.0,3139.0,116406.0,238581.0,16276.0,254857.0,90319.0,150803.0,12135.0,1600.0,,216420.0,19311.0,114969.0,13303.0,5875,720.0,665.0,327731.0,43532.0,,,,,,,,,,,
Melaka,4,Melaka Tengah,3,4_3,2010,484885.0,359,2.7,146206.0,117275.0,28931.0,119120.0,3.9,244611.0,240274.0,462714.0,22171.0,280336.0,158828.0,20310.0,3240.0,124585.0,333233.0,27067.0,360300.0,132530.0,210487.0,14769.0,2514.0,,289800.0,20554.0,150888.0,19278.0,1900,546.0,1919.0,483308.0,1577.0,,,,,,,,,,,
Melaka,4,Melaka Tengah,3,4_3,2020,597135.0,359,2.1,196668.0,139728.0,56940.0,160155.0,3.6,314425.0,282710.0,557429.0,39706.0,366952.0,164433.0,22104.0,3940.0,155923.0,405329.0,35883.0,441212.0,150268.0,244977.0,19012.0,6079.0,20876.0,378361.0,21928.0,150336.0,21419.0,3116,1307.0,20668.0,597135.0,,,,,,,,,,,,
Negeri Sembilan,5,Jelebu,1,5_1,1970,32897.0,1354,,,,,,,16344.0,16553.0,32897.0,,17076.0,14127.0,1663.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negeri Sembilan,5,Jelebu,1,5_1,1980,36730.0,1354,1.1,,,,,,18169.0,18561.0,36730.0,,20299.0,14752.0,1664.0,15.0,15797.0,19230.0,1703.0,,,,,,,,,,,,,,,36730.0,,,,,,,,,,,
Negeri Sembilan,5,Jelebu,1,5_1,1991,40012.0,1354,0.9,10868.0,8477.0,2391.0,8690.0,4.5,20027.0,19985.0,39459.0,553.0,24127.0,12863.0,2170.0,299.0,16358.0,21585.0,2069.0,29159.0,12070.0,15177.0,1639.0,273.0,,23500.0,566.0,7499.0,2036.0,5726,640.0,6.0,,40012.0,,,,,,,,,,,
Negeri Sembilan,5,Jelebu,1,5_1,2000,37194.0,1354,-0.7,11400.0,8878.0,2522.0,8935.0,4.1,19069.0,18125.0,36200.0,994.0,23777.0,10371.0,1889.0,163.0,12499.0,22235.0,2460.0,24695.0,7363.0,15402.0,1690.0,240.0,,23171.0,378.0,8057.0,1709.0,3451,424.0,4.0,,37194.0,,,,,,,,,,,
Negeri Sembilan,5,Jelebu,1,5_1,2010,38299.0,1354,0.3,12141.0,9847.0,2294.0,9973.0,3.8,20144.0,18155.0,36442.0,1857.0,25239.0,9392.0,1693.0,118.0,10482.0,24271.0,3546.0,27817.0,8598.0,16860.0,2124.0,235.0,,25021.0,410.0,8803.0,1647.0,303,2074.0,41.0,,38299.0,,,,,,,,,,,
Negeri Sembilan,5,Jelebu,1,5_1,2020,46053.0,1354,1.8,13349.0,10430.0,2919.0,11129.0,4.1,25030.0,21023.0,43151.0,2902.0,30712.0,10379.0,1844.0,216.0,13934.0,28024.0,4095.0,32119.0,9558.0,19166.0,2251.0,605.0,539.0,30842.0,666.0,9832.0,1739.0,139,2832.0,3.0,,46053.0,,,,,,,,,,,
Negeri Sembilan,5,Kuala Pilah,2,5_2,1970,115240.0,1027,,,,,,,56705.0,58535.0,115240.0,,69235.0,34375.0,11426.0,204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negeri Sembilan,5,Kuala Pilah,2,5_2,1980,67296.0,1027,-5.4,,,,,,32824.0,34472.0,67345.0,,49015.0,13673.0,4614.0,43.0,25387.0,37612.0,4297.0,,,,,,,,,,,,,,11954.0,55342.0,,,,,,,,,,,
Negeri Sembilan,5,Kuala Pilah,2,5_2,1991,68180.0,1027,0.1,19999.0,15426.0,4573.0,15644.0,4.2,33637.0,34543.0,67452.0,728.0,49035.0,12142.0,5721.0,554.0,24046.0,38916.0,5218.0,52592.0,21953.0,26012.0,4067.0,560.0,,49372.0,464.0,9524.0,5300.0,3202,278.0,24.0,17787.0,50393.0,,,,,,,,,,,
Negeri Sembilan,5,Kuala Pilah,2,5_2,2000,63541.0,1027,-0.7,21016.0,15233.0,5783.0,15309.0,4.0,30734.0,32807.0,62269.0,1272.0,48729.0,9547.0,3849.0,144.0,19370.0,38009.0,6162.0,44171.0,14443.0,25082.0,4130.0,516.0,,48964.0,366.0,8428.0,3548.0,1795,394.0,46.0,18105.0,45436.0,,,,,,,,,,,
Negeri Sembilan,5,Kuala Pilah,2,5_2,2010,63874.0,1027,0.1,21489.0,15976.0,5513.0,16050.0,3.7,31367.0,32507.0,62001.0,1873.0,49308.0,8936.0,3620.0,137.0,16019.0,41107.0,6748.0,47855.0,17381.0,26104.0,3892.0,478.0,,49820.0,291.0,8629.0,3629.0,167,1262.0,76.0,17735.0,46139.0,,,,,,,,,,,
Negeri Sembilan,5,Kuala Pilah,2,5_2,2020,70331.0,1027,1.0,24008.0,18192.0,5816.0,18715.0,3.5,35985.0,34346.0,68539.0,1792.0,55528.0,9199.0,3600.0,212.0,16144.0,48222.0,5965.0,54187.0,20577.0,29686.0,2930.0,902.0,92.0,55825.0,515.0,9032.0,3610.0,529,820.0,,21394.0,48937.0,,,,,,,,,,,
Negeri Sembilan,5,Port Dickson,3,5_3,1970,76032.0,583,,,,,,,40746.0,35286.0,76032.0,,26631.0,30821.0,18226.0,354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negeri Sembilan,5,Port Dickson,3,5_3,1980,83561.0,583,0.9,,,,,,43417.0,40144.0,83561.0,,31036.0,31642.0,20474.0,409.0,36161.0,44567.0,2833.0,,,,,,,,,,,,,,24389.0,59172.0,,,,,,,,,,,
Negeri Sembilan,5,Port Dickson,3,5_3,1991,92171.0,583,1.0,22159.0,17627.0,4532.0,18042.0,4.8,48729.0,43442.0,90247.0,1924.0,38009.0,29607.0,20849.0,1782.0,33863.0,55151.0,3157.0,68033.0,30563.0,34362.0,2807.0,301.0,,41012.0,2500.0,21181.0,18917.0,7411,559.0,79.0,47892.0,44279.0,,,,,,,,,,,
Negeri Sembilan,5,Port Dickson,3,5_3,2000,106630.0,583,1.5,29651.0,21944.0,7707.0,22182.0,4.6,56526.0,50104.0,103202.0,3428.0,50891.0,29622.0,22171.0,518.0,35029.0,67911.0,3690.0,71601.0,25139.0,43057.0,3059.0,346.0,,53582.0,3105.0,24717.0,20382.0,4703,97.0,44.0,68923.0,37707.0,,,,,,,,,,,
Negeri Sembilan,5,Port Dickson,3,5_3,2010,110991.0,583,0.4,39558.0,25185.0,14373.0,25500.0,4.2,58282.0,52709.0,106448.0,4543.0,56209.0,27625.0,22189.0,425.0,30781.0,74858.0,5352.0,80210.0,30349.0,45123.0,4018.0,720.0,,59019.0,3181.0,26078.0,20748.0,1663,165.0,137.0,78319.0,32672.0,,,,,,,,,,,
Negeri Sembilan,5,Port Dickson,3,5_3,2020,128689.0,583,1.5,50398.0,31350.0,19048.0,32697.0,3.8,68275.0,60414.0,122589.0,6100.0,67695.0,31236.0,22893.0,765.0,33441.0,87812.0,7436.0,95248.0,34351.0,54180.0,4468.0,1043.0,1206.0,71939.0,2448.0,29892.0,22240.0,1716,451.0,3.0,89891.0,38798.0,,,,,,,,,,,
Negeri Sembilan,5,Rembau,4,5_4,1970,39842.0,406,,,,,,,18961.0,20881.0,39842.0,,30240.0,6059.0,3501.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negeri Sembilan,5,Rembau,4,5_4,1980,36350.0,406,-0.9,,,,,,17246.0,19104.0,36350.0,,26978.0,5350.0,4005.0,17.0,13589.0,20399.0,2362.0,,,,,,,,,,,,,,,36350.0,,,,,,,,,,,
Negeri Sembilan,5,Rembau,4,5_4,1991,34823.0,406,-0.4,10584.0,7907.0,2677.0,7962.0,4.2,16284.0,18539.0,34545.0,278.0,26740.0,3632.0,3768.0,405.0,12154.0,19653.0,3016.0,26753.0,10951.0,13092.0,2363.0,347.0,,27147.0,190.0,3247.0,3449.0,686,97.0,1.0,,34823.0,,,,,,,,,,,
Negeri Sembilan,5,Rembau,4,5_4,2000,36848.0,406,0.6,11590.0,8660.0,2930.0,8728.0,4.2,17776.0,19072.0,35920.0,928.0,29693.0,2745.0,3413.0,69.0,11835.0,21450.0,3563.0,25013.0,7450.0,14795.0,2496.0,272.0,,30210.0,262.0,2312.0,3200.0,740,124.0,,,36848.0,,,,,,,,,,,
Negeri Sembilan,5,Rembau,4,5_4,2010,41988.0,406,1.3,14417.0,10585.0,3832.0,10704.0,3.8,21343.0,20645.0,40349.0,1639.0,34562.0,2184.0,3531.0,72.0,12043.0,26172.0,3773.0,29945.0,9699.0,17219.0,2721.0,306.0,,35513.0,261.0,2175.0,3430.0,92,481.0,36.0,,41988.0,,,,,,,,,,,
Negeri Sembilan,5,Rembau,4,5_4,2020,47296.0,406,1.2,16117.0,11486.0,4631.0,12722.0,3.7,23974.0,23322.0,45528.0,1768.0,39382.0,2301.0,3756.0,89.0,10003.0,33046.0,4247.0,37293.0,15542.0,18368.0,2541.0,669.0,173.0,40068.0,332.0,2205.0,3912.0,179,600.0,,,47296.0,,,,,,,,,,,
Negeri Sembilan,5,Seremban,5,5_5,1970,168175.0,954,,,,,,,83670.0,84505.0,168175.0,,48733.0,83504.0,34882.0,1056.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negeri Sembilan,5,Seremban,5,5_5,1980,202790.0,954,1.9,,,,,,100262.0,102528.0,202790.0,,68070.0,93167.0,40480.0,1073.0,74009.0,120086.0,8695.0,,,,,,,,,,,,,,132911.0,69879.0,,,,,,,,,,,
Negeri Sembilan,5,Seremban,5,5_5,1991,263383.0,954,2.6,69407.0,53468.0,15939.0,54714.0,4.7,131875.0,131508.0,259834.0,3549.0,103488.0,102100.0,51181.0,3065.0,88772.0,163580.0,11031.0,203808.0,92682.0,101094.0,8843.0,1189.0,,108883.0,11360.0,78599.0,43594.0,18499,2106.0,133.0,193237.0,70146.0,,,,,,,,,,,
Negeri Sembilan,5,Seremban,5,5_5,2000,383530.0,954,3.8,113348.0,85309.0,28039.0,86205.0,4.3,198175.0,185355.0,366969.0,16561.0,176472.0,117360.0,71007.0,2130.0,112728.0,255590.0,15212.0,270802.0,101143.0,156995.0,10934.0,1730.0,,191594.0,16071.0,94374.0,61791.0,17211,1934.0,555.0,322177.0,61353.0,,,,,,,,,,,
Negeri Sembilan,5,Seremban,5,5_5,2010,536147.0,954,3.3,165656.0,125005.0,40651.0,126010.0,4.0,278082.0,258065.0,496441.0,39706.0,279542.0,129978.0,84622.0,2299.0,139020.0,371454.0,25673.0,397127.0,142176.0,236340.0,15677.0,2934.0,,297344.0,16825.0,126326.0,78563.0,4574,2023.0,10492.0,493820.0,42327.0,,,,,,,,,,,
Negeri Sembilan,5,Seremban,5,5_5,2020,692283.0,954,2.6,224691.0,171911.0,52780.0,185707.0,3.7,358074.0,334209.0,647288.0,44995.0,386177.0,154915.0,102476.0,3720.0,168925.0,481573.0,41785.0,523358.0,187569.0,302922.0,20845.0,9149.0,2873.0,411915.0,23152.0,148411.0,98714.0,5864,3205.0,1022.0,647480.0,44803.0,,,,,,,,,,,
Negeri Sembilan,5,Tampin,6,5_6,1970,47867.0,851,,,,,,,24243.0,23624.0,47867.0,,25697.0,14064.0,7910.0,196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negeri Sembilan,5,Tampin,6,5_6,1980,57507.0,851,1.8,,,,,,29011.0,28496.0,57507.0,,32526.0,15722.0,9145.0,114.0,25041.0,30717.0,1749.0,,,,,,,,,,,,,,,57507.0,,,,,,,,,,,
Negeri Sembilan,5,Tampin,6,5_6,1991,72295.0,851,2.3,18561.0,14975.0,3586.0,15267.0,4.7,35929.0,36366.0,71431.0,864.0,43135.0,16687.0,10248.0,1361.0,30229.0,39677.0,2389.0,52115.0,22228.0,27553.0,2070.0,264.0,,45442.0,977.0,14815.0,9480.0,1357,161.0,19.0,15271.0,57024.0,,,,,,,,,,,
Negeri Sembilan,5,Tampin,6,5_6,2000,77021.0,851,0.6,22530.0,17335.0,5195.0,17671.0,4.3,38744.0,38277.0,74914.0,2107.0,46068.0,17472.0,11065.0,309.0,27436.0,46067.0,3518.0,49585.0,14974.0,31494.0,2789.0,328.0,,48131.0,1363.0,15184.0,10282.0,1795,225.0,41.0,22329.0,54692.0,,,,,,,,,,,
Negeri Sembilan,5,Tampin,6,5_6,2010,82165.0,851,0.6,24723.0,20094.0,4629.0,20275.0,4.0,43110.0,39055.0,79897.0,2268.0,49364.0,18758.0,11567.0,208.0,22922.0,53748.0,5495.0,59243.0,19955.0,35225.0,3636.0,427.0,,50388.0,1957.0,18331.0,10972.0,381,88.0,48.0,39574.0,42591.0,,,,,,,,,,,
Negeri Sembilan,5,Tampin,6,5_6,2020,88123.0,851,0.7,27086.0,21992.0,5094.0,22233.0,3.9,46801.0,41322.0,83289.0,4834.0,52091.0,19342.0,11614.0,242.0,25313.0,55870.0,6940.0,62810.0,19192.0,39003.0,3793.0,762.0,60.0,54492.0,2224.0,19453.0,11427.0,291,236.0,,39712.0,48411.0,,,,,,,,,,,
Negeri Sembilan,5,Jempol,7,5_7,1970,,1485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negeri Sembilan,5,Jempol,7,5_7,1980,67208.0,1485,,,,,,,33646.0,33562.0,67159.0,,31693.0,23005.0,12410.0,51.0,30420.0,34379.0,2409.0,,,,,,,,,,,,,,10260.0,56948.0,,,,,,,,,,,
Negeri Sembilan,5,Jempol,7,5_7,1991,122033.0,1485,6.0,27786.0,23548.0,4238.0,23956.0,5.0,61710.0,60323.0,120572.0,1461.0,79234.0,22748.0,16620.0,1970.0,57490.0,61663.0,2880.0,81434.0,34135.0,44378.0,2570.0,351.0,,81835.0,1265.0,16924.0,15330.0,5904,608.0,17.0,16649.0,105384.0,,,,,,,,,,,
Negeri Sembilan,5,Jempol,7,5_7,2000,125010.0,1485,0.2,32228.0,26146.0,6082.0,26265.0,4.7,63108.0,61902.0,121556.0,3454.0,85044.0,20544.0,15633.0,335.0,47909.0,73730.0,3371.0,77101.0,25609.0,47977.0,3113.0,402.0,,87149.0,1164.0,18157.0,14792.0,3133,614.0,1.0,24422.0,100588.0,,,,,,,,,,,
Negeri Sembilan,5,Jempol,7,5_7,2010,112740.0,1485,-1.0,33242.0,26973.0,6269.0,27125.0,4.1,58526.0,54214.0,108687.0,4053.0,75569.0,18872.0,14043.0,203.0,30563.0,76274.0,5903.0,82177.0,27294.0,49677.0,4741.0,465.0,,76735.0,811.0,18653.0,13316.0,424,2246.0,555.0,27317.0,85423.0,,,,,,,,,,,
Negeri Sembilan,5,Jempol,7,5_7,2020,127199.0,1485,1.2,36982.0,31242.0,5740.0,32294.0,3.9,65835.0,61364.0,121845.0,5354.0,84836.0,21084.0,15450.0,475.0,34316.0,82087.0,10796.0,92883.0,28228.0,57522.0,5724.0,1112.0,297.0,86474.0,1986.0,19458.0,15912.0,1068,2300.0,1.0,33229.0,93970.0,,,,,,,,,,,
Pahang,6,Bentong,1,6_1,1970,56744.0,1831,,,,,,,29254.0,27490.0,56744.0,,17720.0,33297.0,5629.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pahang,6,Bentong,1,6_1,1980,72865.0,1831,2.5,,,,,,37781.0,35084.0,72865.0,,29329.0,35245.0,8196.0,95.0,29701.0,39997.0,3167.0,,,,,,,,,,,,,,22921.0,49944.0,,,,,,,,,,,
Pahang,6,Bentong,1,6_1,1991,83965.0,1831,1.4,19259.0,16237.0,3022.0,17041.0,4.7,43814.0,40151.0,82037.0,1928.0,42552.0,29730.0,8803.0,952.0,31940.0,48923.0,3102.0,59514.0,26333.0,30497.0,2432.0,252.0,,41936.0,922.0,17485.0,7920.0,10571,2304.0,120.0,31243.0,52722.0,,,,,,,,,,,
Pahang,6,Bentong,1,6_1,2000,96689.0,1831,1.4,29021.0,23336.0,5685.0,25856.0,3.7,50336.0,46353.0,93706.0,2983.0,51508.0,32180.0,9702.0,316.0,30847.0,61894.0,3948.0,65842.0,22819.0,39529.0,3153.0,341.0,,52222.0,1560.0,23669.0,9021.0,8903,1278.0,36.0,50840.0,45849.0,,,,,,,,,,,
Pahang,6,Bentong,1,6_1,2010,114397.0,1831,1.7,34681.0,27240.0,7441.0,28390.0,3.9,61623.0,52774.0,107940.0,6457.0,61822.0,35987.0,9770.0,361.0,29393.0,78525.0,6479.0,85004.0,27972.0,52870.0,3763.0,399.0,,63021.0,1608.0,35475.0,9459.0,1530,2661.0,643.0,80205.0,34192.0,,,,,,,,,,,
Pahang,6,Bentong,1,6_1,2020,116799.0,1831,0.2,39466.0,30834.0,8632.0,30223.0,3.8,66163.0,50636.0,108357.0,8442.0,66744.0,31502.0,9184.0,927.0,29067.0,79319.0,8413.0,87363.0,38519.0,43027.0,3867.0,1734.0,216.0,69049.0,1954.0,31709.0,9835.0,681,3568.0,3.0,72544.0,44255.0,,,,,,,,,,,
Pahang,6,Cameron Highlands,2,6_2,1970,15365.0,712,,,,,,,8038.0,7327.0,15365.0,,3196.0,6821.0,5211.0,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pahang,6,Cameron Highlands,2,6_2,1980,21502.0,712,3.4,,,,,,11114.0,10388.0,21502.0,,4559.0,10751.0,5973.0,219.0,8015.0,12688.0,799.0,,,,,,,,,,,,,,,21502.0,,,,,,,,,,,
Pahang,6,Cameron Highlands,2,6_2,1991,25555.0,712,1.7,5526.0,4886.0,640.0,5324.0,4.7,13483.0,12072.0,24827.0,728.0,7275.0,10571.0,6800.0,181.0,9338.0,15506.0,711.0,18671.0,7846.0,10137.0,630.0,58.0,,5380.0,742.0,8276.0,6375.0,3812,520.0,4.0,,25555.0,,,,,,,,,,,
Pahang,6,Cameron Highlands,2,6_2,2000,28077.0,712,0.9,7846.0,6125.0,1721.0,6259.0,4.4,15258.0,12819.0,25852.0,2225.0,9576.0,11259.0,4961.0,56.0,8902.0,18318.0,857.0,19175.0,6125.0,12208.0,789.0,53.0,,8190.0,1174.0,10183.0,4695.0,3410,413.0,12.0,,28077.0,,,,,,,,,,,
Pahang,6,Cameron Highlands,2,6_2,2010,36978.0,712,2.8,10252.0,7713.0,2539.0,7877.0,4.7,20240.0,16738.0,32155.0,4823.0,12463.0,12722.0,6781.0,189.0,11150.0,24433.0,1395.0,25828.0,8653.0,16529.0,535.0,111.0,,10559.0,1350.0,12753.0,6747.0,2143,979.0,2447.0,11289.0,25689.0,,,,,,,,,,,
Pahang,6,Cameron Highlands,2,6_2,2020,39004.0,712,0.5,15980.0,9557.0,6423.0,9798.0,4.0,22225.0,16779.0,33735.0,5269.0,17337.0,11673.0,4415.0,310.0,9287.0,26851.0,2866.0,28844.0,9722.0,17601.0,922.0,191.0,408.0,15549.0,1700.0,11748.0,4870.0,1701,3435.0,1.0,10383.0,28621.0,,,,,,,,,,,
Pahang,6,Jerantut,3,6_3,1970,36739.0,7561,,,,,,,19339.0,17400.0,36739.0,,26566.0,8782.0,1374.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pahang,6,Jerantut,3,6_3,1980,67875.0,7561,6.1,,,,,,35307.0,32568.0,67875.0,,55319.0,10228.0,2299.0,29.0,30782.0,35285.0,1808.0,,,,,,,,,,,,,,,67875.0,,,,,,,,,,,
